Cod_Identificacao;Municipio;PIB;;
2919009;Lajedinho (BA);22862;;
2919058;Lajedo do Tabocal (BA);40503;;
2919108;Lamarão (BA);30792;;
2919157;Lapão (BA);107565;;
2919207;Lauro de Freitas (BA);3652178;;
2919306;Lençóis (BA);54475;;
2919405;Licínio de Almeida (BA);48840;;
2919504;Livramento de Nossa Senhora (BA);284508;;
2919553;Luís Eduardo Magalhães (BA);1899745;;
2919603;Macajuba (BA);43522;;
2919702;Macarani (BA);80140;;
2919801;Macaúbas (BA);159329;;
2919900;Macururé (BA);27482;;
2919926;Madre de Deus (BA);347394;;
2919959;Maetinga (BA);24190;;
2920007;Maiquinique (BA);63659;;
2920106;Mairi (BA);77514;;
2920205;Malhada (BA);69735;;
2920304;Malhada de Pedras (BA);30768;;
2920403;Manoel Vitorino (BA);58033;;
2920452;Mansidão (BA);38564;;
2920502;Maracás (BA);112595;;
2920601;Maragogipe (BA);197614;;
2920700;Maraú (BA);113376;;
2920809;Marcionílio Souza (BA);46526;;
2920908;Mascote (BA);72499;;
2921005;Mata de São João (BA);613777;;
2921054;Matina (BA);33934;;
2921104;Medeiros Neto (BA);160947;;
2921203;Miguel Calmon (BA);120970;;
2921302;Milagres (BA);54530;;
2921401;Mirangaba (BA);59860;;
2921450;Mirante (BA);33741;;
2921500;Monte Santo (BA);184325;;
2921609;Morpará (BA);31929;;
2921708;Morro do Chapéu (BA);164559;;
2921807;Mortugaba (BA);44834;;
2921906;Mucugê (BA);181889;;
2922003;Mucuri (BA);1264665;;
2922052;Mulungu do Morro (BA);42497;;
2922102;Mundo Novo (BA);104003;;
2922201;Muniz Ferreira (BA);28994;;
2922250;Muquém do São Francisco (BA);53202;;
2922300;Muritiba (BA);158542;;
2922409;Mutuípe (BA);113350;;
2922508;Nazaré (BA);154392;;
2922607;Nilo Peçanha (BA);66600;;
2922656;Nordestina (BA);39161;;
2922706;Nova Canaã (BA);61981;;
2922730;Nova Fátima (BA);32347;;
2922755;Nova Ibiá (BA);44998;;
2922805;Nova Itarana (BA);24345;;
2922854;Nova Redenção (BA);28169;;
2922904;Nova Soure (BA);94758;;
2923001;Nova Viçosa (BA);273964;;
2923035;Novo Horizonte (BA);36662;;
2923050;Novo Triunfo (BA);40598;;
2923100;Olindina (BA);108338;;
2923209;Oliveira dos Brejinhos (BA);84340;;
2923308;Ouriçangas (BA);30840;;
2923357;Ourolândia (BA);76547;;
2923407;Palmas de Monte Alto (BA);81447;;
2923506;Palmeiras (BA);36748;;
2923605;Paramirim (BA);87927;;
2923704;Paratinga (BA);108817;;
2923803;Paripiranga (BA);150108;;
2923902;Pau Brasil (BA);48981;;
2924009;Paulo Afonso (BA);2124083;;
2924058;Pé de Serra (BA);52462;;
2924108;Pedrão (BA);24073;;
2924207;Pedro Alexandre (BA);72659;;
2924306;Piatã (BA);60152;;
2924405;Pilão Arcado (BA);111480;;
2924504;Pindaí (BA);52108;;
2924603;Pindobaçu (BA);69538;;
2924652;Pintadas (BA);41778;;
2924678;Piraí do Norte (BA);39733;;
2924702;Piripá (BA);38436;;
2924801;Piritiba (BA);82413;;
2924900;Planaltino (BA);33865;;
2925006;Planalto (BA);103456;;
2925105;Poções (BA);217290;;
2925204;Pojuca (BA);939102;;
2925253;Ponto Novo (BA);67295;;
2925303;Porto Seguro (BA);1181263;;
2925402;Potiraguá (BA);51082;;
2925501;Prado (BA);255388;;
2925600;Presidente Dutra (BA);56193;;
2925709;Presidente Jânio Quadros (BA);42657;;
2925758;Presidente Tancredo Neves (BA);108649;;
2925808;Queimadas (BA);101896;;
2925907;Quijingue (BA);111301;;
2925931;Quixabeira (BA);31528;;
2925956;Rafael Jambeiro (BA);141173;;
2926004;Remanso (BA);190746;;
2926103;Retirolândia (BA);56431;;
2926202;Riachão das Neves (BA);263605;;
2926301;Riachão do Jacuípe (BA);143816;;
2926400;Riacho de Santana (BA);115778;;
2926509;Ribeira do Amparo (BA);59079;;
2926608;Ribeira do Pombal (BA);265024;;
2926657;Ribeirão do Largo (BA);51476;;
2926707;Rio de Contas (BA);59188;;
2926806;Rio do Antônio (BA);53740;;
2926905;Rio do Pires (BA);44364;;
2927002;Rio Real (BA);647029;;
2927101;Rodelas (BA);33519;;
2927200;Ruy Barbosa (BA);156713;;
2927309;Salinas da Margarida (BA);79966;;
2927408;Salvador (BA);40762687;;
2927507;Santa Bárbara (BA);91034;;
2927606;Santa Brígida (BA);59015;;
2927705;Santa Cruz Cabrália (BA);172354;;
2927804;Santa Cruz da Vitória (BA);32213;;
2927903;Santa Inês (BA);38564;;
2928000;Santaluz (BA);138180;;
2928059;Santa Luzia (BA);60133;;
2928109;Santa Maria da Vitória (BA);220008;;
2928208;Santana (BA);125845;;
2928307;Santanópolis (BA);32281;;
2928406;Santa Rita de Cássia (BA);106272;;
2928505;Santa Terezinha (BA);35571;;
2928604;Santo Amaro (BA);438784;;
2928703;Santo Antônio de Jesus (BA);1088686;;
2928802;Santo Estêvão (BA);390081;;
2928901;São Desidério (BA);959035;;
2928950;São Domingos (BA);35443;;
2929008;São Félix (BA);95460;;
2929057;São Félix do Coribe (BA);81919;;
2929107;São Felipe (BA);103574;;
2929206;São Francisco do Conde (BA);5323914;;
2929255;São Gabriel (BA);69099;;
2929305;São Gonçalo dos Campos (BA);226352;;
2929354;São José da Vitória (BA);24334;;
2929370;São José do Jacuípe (BA);44401;;
2929404;São Miguel das Matas (BA);60812;;
2929503;São Sebastião do Passé (BA);487337;;
2929602;Sapeaçu (BA);104587;;
2929701;Sátiro Dias (BA);83290;;
2929750;Saubara (BA);71138;;
2929800;Saúde (BA);44778;;
2929909;Seabra (BA);231049;;
2930006;Sebastião Laranjeiras (BA);46011;;
2930105;Senhor do Bonfim (BA);522537;;
2930154;Serra do Ramalho (BA);124793;;
2930204;Sento Sé (BA);155059;;
2930303;Serra Dourada (BA);85458;;
2930402;Serra Preta (BA);54697;;
2930501;Serrinha (BA);530969;;
2930600;Serrolândia (BA);48023;;
2930709;Simões Filho (BA);3254039;;
2930758;Sítio do Mato (BA);50773;;
2930766;Sítio do Quinto (BA);57750;;
2930774;Sobradinho (BA);452918;;
2930808;Souto Soares (BA);55129;;
2930907;Tabocas do Brejo Velho (BA);47635;;
2931004;Tanhaçu (BA);85353;;
2931053;Tanque Novo (BA);74446;;
2931103;Tanquinho (BA);31241;;
2931202;Taperoá (BA);106455;;
2931301;Tapiramutá (BA);102399;;
2931350;Teixeira de Freitas (BA);1302925;;
2931400;Teodoro Sampaio (BA);43430;;
2931509;Teofilândia (BA);78006;;
2931608;Teolândia (BA);68963;;
2931707;Terra Nova (BA);63760;;
2931806;Tremedal (BA);57458;;
2931905;Tucano (BA);233602;;
2932002;Uauá (BA);97952;;
2932101;Ubaíra (BA);92788;;
2932200;Ubaitaba (BA);137939;;
2932309;Ubatã (BA);109594;;
2932408;Uibaí (BA);53355;;
2932457;Umburanas (BA);53185;;
2932507;Una (BA);231739;;
2932606;Urandi (BA);105839;;
2932705;Uruçuca (BA);103608;;
2932804;Utinga (BA);75856;;
2932903;Valença (BA);768018;;
2933000;Valente (BA);111662;;
2933059;Várzea da Roça (BA);47449;;
2933109;Várzea do Poço (BA);36550;;
2933158;Várzea Nova (BA);52482;;
2933174;Varzedo (BA);45057;;
2933208;Vera Cruz (BA);275129;;
2933257;Vereda (BA);59406;;
2933307;Vitória da Conquista (BA);3506824;;
2933406;Wagner (BA);40669;;
2933455;Wanderley (BA);67018;;
2933505;Wenceslau Guimarães (BA);162451;;
2933604;Xique-Xique (BA);197973;;
3100104;Abadia dos Dourados (MG);63672;;
3100203;Abaeté (MG);226325;;
3100302;Abre Campo (MG);106814;;
3100401;Acaiaca (MG);22440;;
3100500;Açucena (MG);48966;;
3100609;Água Boa (MG);74170;;
3100708;Água Comprida (MG);79350;;
3100807;Aguanil (MG);29292;;
3100906;Águas Formosas (MG);98201;;
3101003;Águas Vermelhas (MG);132152;;
3101102;Aimorés (MG);254296;;
3101201;Aiuruoca (MG);47132;;
3101300;Alagoa (MG);18592;;
3101409;Albertina (MG);30816;;
3101508;Além Paraíba (MG);564993;;
3101607;Alfenas (MG);1284402;;
3101631;Alfredo Vasconcelos (MG);43379;;
3101706;Almenara (MG);264551;;
3101805;Alpercata (MG);39025;;
3101904;Alpinópolis (MG);203288;;
3102001;Alterosa (MG);108556;;
3102050;Alto Caparaó (MG);38391;;
3102100;Alto Rio Doce (MG);79308;;
3102209;Alvarenga (MG);21651;;
3102308;Alvinópolis (MG);153923;;
3102407;Alvorada de Minas (MG);21986;;
3102506;Amparo do Serra (MG);24276;;
3102605;Andradas (MG);483673;;
3102704;Cachoeira de Pajeú (MG);62465;;
3102803;Andrelândia (MG);97386;;
3102852;Angelândia (MG);44824;;
3102902;Antônio Carlos (MG);104533;;
3103009;Antônio Dias (MG);76643;;
3103108;Antônio Prado de Minas (MG);21126;;
3103207;Araçaí (MG);32233;;
3103306;Aracitaba (MG);12474;;
3103405;Araçuaí (MG);195413;;
3103504;Araguari (MG);2147789;;
3103603;Arantina (MG);26911;;
3103702;Araponga (MG);40660;;
3103751;Araporã (MG);996131;;
3103801;Arapuá (MG);48850;;
3103900;Araújos (MG);116157;;
3104007;Araxá (MG);2573183;;
3104106;Arceburgo (MG);174256;;
3104205;Arcos (MG);639616;;
3104304;Areado (MG);121198;;
3104403;Argirita (MG);18995;;
3104452;Aricanduva (MG);22795;;
3104502;Arinos (MG);125591;;
3104601;Astolfo Dutra (MG);162260;;
3104700;Ataléia (MG);70487;;
3104809;Augusto de Lima (MG);42408;;
3104908;Baependi (MG);149944;;
3105004;Baldim (MG);60641;;
3105103;Bambuí (MG);244317;;
3105202;Bandeira (MG);25102;;
3105301;Bandeira do Sul (MG);36834;;
3105400;Barão de Cocais (MG);920143;;
3105509;Barão de Monte Alto (MG);27267;;
3105608;Barbacena (MG);1578867;;
3105707;Barra Longa (MG);32527;;
3105905;Barroso (MG);264633;;
3106002;Bela Vista de Minas (MG);115151;;
3106101;Belmiro Braga (MG);30131;;
3106200;Belo Horizonte (MG);59203074;;
3106309;Belo Oriente (MG);1223910;;
3106408;Belo Vale (MG);61628;;
3106507;Berilo (MG);52980;;
3106606;Bertópolis (MG);24370;;
3106655;Berizal (MG);20962;;
3106705;Betim (MG);23384913;;
3106804;Bias Fortes (MG);20822;;
3106903;Bicas (MG);120560;;
3107000;Biquinhas (MG);21517;;
3107109;Boa Esperança (MG);427747;;
3107208;Bocaina de Minas (MG);40641;;
3107307;Bocaiúva (MG);393255;;
3107406;Bom Despacho (MG);630341;;
3107505;Bom Jardim de Minas (MG);77840;;
3107604;Bom Jesus da Penha (MG);57109;;
3107703;Bom Jesus do Amparo (MG);35972;;
3107802;Bom Jesus do Galho (MG);73893;;
3107901;Bom Repouso (MG);71167;;
3108008;Bom Sucesso (MG);162874;;
3108107;Bonfim (MG);42287;;
3108206;Bonfinópolis de Minas (MG);89843;;
3108255;Bonito de Minas (MG);33978;;
3108305;Borda da Mata (MG);160878;;
3108404;Botelhos (MG);118635;;
3108503;Botumirim (MG);32339;;
3108552;Brasilândia de Minas (MG);102189;;
3108602;Brasília de Minas (MG);159396;;
3108701;Brás Pires (MG);19658;;
3108800;Braúnas (MG);70863;;
3108909;Brazópolis (MG);106646;;
3109006;Brumadinho (MG);1335180;;
3109105;Bueno Brandão (MG);78512;;
3109204;Buenópolis (MG);63642;;
3109253;Bugre (MG);17387;;
3109303;Buritis (MG);336349;;
3109402;Buritizeiro (MG);270279;;
3109451;Cabeceira Grande (MG);111087;;
3109501;Cabo Verde (MG);133286;;
3109600;Cachoeira da Prata (MG);31706;;
3109709;Cachoeira de Minas (MG);122947;;
3109808;Cachoeira Dourada (MG);42321;;
3109907;Caetanópolis (MG);148502;;
3110004;Caeté (MG);317354;;
3110103;Caiana (MG);38520;;
3110202;Cajuri (MG);30965;;
3110301;Caldas (MG);128849;;
3110400;Camacho (MG);21713;;
3110509;Camanducaia (MG);354581;;
3110608;Cambuí (MG);471270;;
3110707;Cambuquira (MG);133037;;
3110806;Campanário (MG);28411;;
3110905;Campanha (MG);164583;;
3111002;Campestre (MG);204026;;
3111101;Campina Verde (MG);283776;;
3111150;Campo Azul (MG);19094;;
3111200;Campo Belo (MG);524701;;
3111309;Campo do Meio (MG);78465;;
3111408;Campo Florido (MG);205510;;
3111507;Campos Altos (MG);170941;;
3111606;Campos Gerais (MG);282617;;
3111705;Canaã (MG);36360;;
3111804;Canápolis (MG);208976;;
3111903;Cana Verde (MG);41114;;
3112000;Candeias (MG);128161;;
3112059;Cantagalo (MG);21138;;
3112109;Caparaó (MG);46432;;
3112208;Capela Nova (MG);24542;;
3112307;Capelinha (MG);256076;;
3112406;Capetinga (MG);59624;;
3112505;Capim Branco (MG);62322;;
3112604;Capinópolis (MG);206240;;
3112653;Capitão Andrade (MG);25714;;
3112703;Capitão Enéas (MG);155585;;
3112802;Capitólio (MG);106157;;
3112901;Caputira (MG);47659;;
3113008;Caraí (MG);100765;;
3113107;Caranaíba (MG);15435;;
3113206;Carandaí (MG);397736;;
3113305;Carangola (MG);291209;;
3113404;Caratinga (MG);859125;;
3113503;Carbonita (MG);52832;;
3113602;Careaçu (MG);69178;;
3113701;Carlos Chagas (MG);254137;;
3113800;Carmésia (MG);14838;;
3113909;Carmo da Cachoeira (MG);116838;;
3114006;Carmo da Mata (MG);90426;;
3114105;Carmo de Minas (MG);99879;;
3114204;Carmo do Cajuru (MG);227891;;
3114303;Carmo do Paranaíba (MG);359631;;
3114402;Carmo do Rio Claro (MG);222871;;
3114501;Carmópolis de Minas (MG);202127;;
3114550;Carneirinho (MG);167393;;
3114600;Carrancas (MG);32867;;
3114709;Carvalhópolis (MG);31065;;
3114808;Carvalhos (MG);26797;;
3114907;Casa Grande (MG);20478;;
3115003;Cascalho Rico (MG);32334;;
3115102;Cássia (MG);190153;;
3115201;Conceição da Barra de Minas (MG);23637;;
3115300;Cataguases (MG);1015919;;
3115359;Catas Altas (MG);297631;;
3115409;Catas Altas da Noruega (MG);14709;;
3115458;Catuji (MG);34616;;
3115474;Catuti (MG);23890;;
3115508;Caxambu (MG);198695;;
3115607;Cedro do Abaeté (MG);9628;;
3115706;Central de Minas (MG);38446;;
3115805;Centralina (MG);92196;;
3115904;Chácara (MG);23414;;
3116001;Chalé (MG);30375;;
3116100;Chapada do Norte (MG);53142;;
3116159;Chapada Gaúcha (MG);74932;;
3116209;Chiador (MG);23845;;
3116308;Cipotânea (MG);27421;;
3116407;Claraval (MG);52247;;
3116506;Claro dos Poções (MG);44926;;
3116605;Cláudio (MG);321375;;
3116704;Coimbra (MG);58386;;
3116803;Coluna (MG);40788;;
3116902;Comendador Gomes (MG);76788;;
3117009;Comercinho (MG);39108;;
3117108;Conceição da Aparecida (MG);100777;;
3117207;Conceição das Pedras (MG);24352;;
3117306;Conceição das Alagoas (MG);490190;;
3117405;Conceição de Ipanema (MG);23511;;
3117504;Conceição do Mato Dentro (MG);155895;;
3117603;Conceição do Pará (MG);159511;;
3117702;Conceição do Rio Verde (MG);111534;;
3117801;Conceição dos Ouros (MG);116202;;
3117836;Cônego Marinho (MG);29367;;
3117876;Confins (MG);581145;;
3117900;Congonhal (MG);107962;;
3118007;Congonhas (MG);1922674;;
3118106;Congonhas do Norte (MG);21025;;
3118205;Conquista (MG);117839;;
3118304;Conselheiro Lafaiete (MG);1129941;;
3118403;Conselheiro Pena (MG);159757;;
3118502;Consolação (MG);12520;;
3118601;Contagem (MG);19142636;;
3118700;Coqueiral (MG);80684;;
3118809;Coração de Jesus (MG);128519;;
3118908;Cordisburgo (MG);53759;;
3119005;Cordislândia (MG);31907;;
3119104;Corinto (MG);163945;;
3119203;Coroaci (MG);54097;;
3119302;Coromandel (MG);479056;;
3119401;Coronel Fabriciano (MG);920040;;
3119500;Coronel Murta (MG);42341;;
3119609;Coronel Pacheco (MG);21771;;
3119708;Coronel Xavier Chaves (MG);28638;;
3119807;Córrego Danta (MG);43984;;
3119906;Córrego do Bom Jesus (MG);18680;;
3119955;Córrego Fundo (MG);111350;;
3120003;Córrego Novo (MG);21260;;
3120102;Couto de Magalhães de Minas (MG);26318;;
3120151;Crisólita (MG);29483;;
3120201;Cristais (MG);91475;;
3120300;Cristália (MG);28155;;
3120409;Cristiano Otoni (MG);41386;;
3120508;Cristina (MG);92542;;
3120607;Crucilândia (MG);31862;;
3120706;Cruzeiro da Fortaleza (MG);41281;;
3120805;Cruzília (MG);105049;;
3120839;Cuparaque (MG);25568;;
3120870;Curral de Dentro (MG);38169;;
3120904;Curvelo (MG);800197;;
3121001;Datas (MG);25427;;
3121100;Delfim Moreira (MG);50817;;
3121209;Delfinópolis (MG);87556;;
3121258;Delta (MG);235187;;
3121308;Descoberto (MG);36998;;
3121407;Desterro de Entre Rios (MG);38513;;
3121506;Desterro do Melo (MG);20586;;
3121605;Diamantina (MG);381948;;
3121704;Diogo de Vasconcelos (MG);20119;;
3121803;Dionísio (MG);41651;;
3121902;Divinésia (MG);23021;;
3122009;Divino (MG);113316;;
3122108;Divino das Laranjeiras (MG);25700;;
3122207;Divinolândia de Minas (MG);30202;;
3122306;Divinópolis (MG);3417489;;
3122355;Divisa Alegre (MG);53489;;
3122405;Divisa Nova (MG);47039;;
3122454;Divisópolis (MG);42083;;
3122470;Dom Bosco (MG);28359;;
3122504;Dom Cavati (MG);27702;;
3122603;Dom Joaquim (MG);26466;;
3122702;Dom Silvério (MG);48994;;
3122801;Dom Viçoso (MG);16349;;
3122900;Dona Eusébia (MG);35994;;
3123007;Dores de Campos (MG);110621;;
3123106;Dores de Guanhães (MG);31433;;
3123205;Dores do Indaiá (MG);121480;;
3123304;Dores do Turvo (MG);20680;;
3123403;Doresópolis (MG);15349;;
3123502;Douradoquara (MG);26724;;
3123528;Durandé (MG);49011;;
3123601;Elói Mendes (MG);312673;;
3123700;Engenheiro Caldas (MG);65096;;
3123809;Engenheiro Navarro (MG);39324;;
3123858;Entre Folhas (MG);25126;;
3123908;Entre Rios de Minas (MG);98117;;
3124005;Ervália (MG);150990;;
3124104;Esmeraldas (MG);325446;;
3124203;Espera Feliz (MG);180099;;
3124302;Espinosa (MG);149108;;
3124401;Espírito Santo do Dourado (MG);32956;;
3124500;Estiva (MG);140890;;
3124609;Estrela Dalva (MG);17339;;
3124708;Estrela do Indaiá (MG);51086;;
3124807;Estrela do Sul (MG);452050;;
3124906;Eugenópolis (MG);69132;;
3125002;Ewbank da Câmara (MG);21748;;
3125101;Extrema (MG);1884764;;
3125200;Fama (MG);27423;;
3125309;Faria Lemos (MG);27357;;
3125408;Felício dos Santos (MG);24538;;
3125507;São Gonçalo do Rio Preto (MG);17265;;
3125606;Felisburgo (MG);33088;;
3125705;Felixlândia (MG);186494;;
3125804;Fernandes Tourinho (MG);18081;;
3125903;Ferros (MG);63308;;
3125952;Fervedouro (MG);55425;;
3126000;Florestal (MG);51734;;
3126109;Formiga (MG);879186;;
3126208;Formoso (MG);80370;;
3126307;Fortaleza de Minas (MG);271616;;
3126406;Fortuna de Minas (MG);21283;;
3126505;Francisco Badaró (MG);34737;;
3126604;Francisco Dumont (MG);29194;;
3126703;Francisco Sá (MG);150876;;
3126752;Franciscópolis (MG);26176;;
3126802;Frei Gaspar (MG);31230;;
3126901;Frei Inocêncio (MG);50275;;
3126950;Frei Lagonegro (MG);15064;;
3127008;Fronteira (MG);808505;;
3127057;Fronteira dos Vales (MG);20574;;
3127073;Fruta de Leite (MG);22845;;
3127107;Frutal (MG);775521;;
3127206;Funilândia (MG);26613;;
3127305;Galiléia (MG);40059;;
3127339;Gameleiras (MG);28450;;
3127354;Glaucilândia (MG);15752;;
3127370;Goiabeira (MG);17735;;
3127388;Goianá (MG);24611;;
3127404;Gonçalves (MG);31309;;
3127503;Gonzaga (MG);23936;;
3127602;Gouveia (MG);93093;;
3127701;Governador Valadares (MG);3454061;;
3127800;Grão Mogol (MG);204903;;
3127909;Grupiara (MG);15003;;
3128006;Guanhães (MG);314400;;
3128105;Guapé (MG);105032;;
3128204;Guaraciaba (MG);44386;;
3128253;Guaraciama (MG);24466;;
3128303;Guaranésia (MG);269425;;
3128402;Guarani (MG);67244;;
3128501;Guarará (MG);32663;;
3128600;Guarda-Mor (MG);186764;;
3128709;Guaxupé (MG);1002736;;
3128808;Guidoval (MG);71270;;
3128907;Guimarânia (MG);65724;;
3129004;Guiricema (MG);59563;;
3129103;Gurinhatã (MG);68045;;
3129202;Heliodora (MG);52137;;
3129301;Iapu (MG);47737;;
3129400;Ibertioga (MG);32864;;
3129509;Ibiá (MG);486188;;
3129608;Ibiaí (MG);37099;;
3129657;Ibiracatu (MG);25027;;
3129707;Ibiraci (MG);440326;;
3129806;Ibirité (MG);1407025;;
3129905;Ibitiúra de Minas (MG);29973;;
3130002;Ibituruna (MG);24237;;
3130051;Icaraí de Minas (MG);40316;;
3130101;Igarapé (MG);512940;;
3130200;Igaratinga (MG);87147;;
3130309;Iguatama (MG);214267;;
3130408;Ijaci (MG);300368;;
3130507;Ilicínea (MG);101090;;
3130556;Imbé de Minas (MG);32935;;
3130606;Inconfidentes (MG);54941;;
3130655;Indaiabira (MG);31895;;
3130705;Indianópolis (MG);313497;;
3130804;Ingaí (MG);27823;;
3130903;Inhapim (MG);140499;;
3131000;Inhaúma (MG);58407;;
3131109;Inimutaba (MG);53906;;
3131158;Ipaba (MG);63700;;
3131208;Ipanema (MG);116596;;
3131307;Ipatinga (MG);7520604;;
3131406;Ipiaçu (MG);44769;;
3131505;Ipuiúna (MG);85474;;
3131604;Iraí de Minas (MG);97495;;
3131703;Itabira (MG);4137155;;
3131802;Itabirinha (MG);53738;;
3131901;Itabirito (MG);1879339;;
3132008;Itacambira (MG);29415;;
3132107;Itacarambi (MG);101681;;
3132206;Itaguara (MG);114344;;
3132305;Itaipé (MG);49688;;
3132404;Itajubá (MG);1993811;;
3132503;Itamarandiba (MG);225983;;
3132602;Itamarati de Minas (MG);67829;;
3132701;Itambacuri (MG);160174;;
3132800;Itambé do Mato Dentro (MG);12032;;
3132909;Itamogi (MG);96598;;
3133006;Itamonte (MG);266374;;
3133105;Itanhandu (MG);298492;;
3133204;Itanhomi (MG);63815;;
3133303;Itaobim (MG);150304;;
3133402;Itapagipe (MG);206592;;
3133501;Itapecerica (MG);202848;;
3133600;Itapeva (MG);123770;;
3133709;Itatiaiuçu (MG);975684;;
3133758;Itaú de Minas (MG);517685;;
3133808;Itaúna (MG);1657411;;
3133907;Itaverava (MG);23700;;
3134004;Itinga (MG);63442;;
3134103;Itueta (MG);39453;;
3134202;Ituiutaba (MG);1689147;;
3134301;Itumirim (MG);31956;;
3134400;Iturama (MG);1529028;;
3134509;Itutinga (MG);52378;;
3134608;Jaboticatubas (MG);98447;;
3134707;Jacinto (MG);55576;;
3134806;Jacuí (MG);57549;;
3134905;Jacutinga (MG);307463;;
3135001;Jaguaraçu (MG);39642;;
3135050;Jaíba (MG);233406;;
3135076;Jampruca (MG);33690;;
3135100;Janaúba (MG);490115;;
3135209;Januária (MG);339718;;
3135308;Japaraíba (MG);34617;;
3135357;Japonvar (MG);31017;;
3135407;Jeceaba (MG);128821;;
3135456;Jenipapo de Minas (MG);26599;;
3135506;Jequeri (MG);71700;;
3135605;Jequitaí (MG);41793;;
3135704;Jequitibá (MG);70356;;
3135803;Jequitinhonha (MG);109208;;
3135902;Jesuânia (MG);33064;;
3136009;Joaíma (MG);65481;;
3136108;Joanésia (MG);68817;;
3136207;João Monlevade (MG);1697020;;
3136306;João Pinheiro (MG);617036;;
3136405;Joaquim Felício (MG);28784;;
3136504;Jordânia (MG);42849;;
3136520;José Gonçalves de Minas (MG);17729;;
3136553;José Raydan (MG);26349;;
3136579;Josenópolis (MG);22825;;
3136603;Nova União (MG);40734;;
